Series ID,Source URL
mj7m,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj7m/data
mp6z,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp6z/data
mj8l,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj8l/data
mm23,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mm23/data
n2vb,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n2vb/data
mk8r,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk8r/data
mj94,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj94/data
n37a,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n37a/data
mp24,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp24/data
mlk3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mlk3/data
n2yv,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n2yv/data
mi2m,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi2m/data
mkj5,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mkj5/data
n3a9,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n3a9/data
mo8w,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo8w/data
mo5v,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo5v/data
mlh3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mlh3/data
mrk6,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mrk6/data
mi5u,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi5u/data
mki3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mki3/data
mp5d,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp5d/data
mjv9,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mjv9/data
mo6d,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo6d/data
mp9d,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp9d/data
mk7y,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk7y/data
mix9,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mix9/data
ml68,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ml68/data
mo57,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo57/data
n2wp,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n2wp/data
mj66,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj66/data
mo4p,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo4p/data
mm4u,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mm4u/data
mla9,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mla9/data
nzbf,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/nzbf/data
mp9t,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp9t/data
mpy4,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mpy4/data
mj2y,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj2y/data
mkx3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mkx3/data
n34u,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n34u/data
mm25,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mm25/data
mi62,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi62/data
mk9l,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk9l/data
l684,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/l684/data
mm58,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mm58/data
mo9t,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo9t/data
mol3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mol3/data
mpg3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mpg3/data
mp4z,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp4z/data
mm6i,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mm6i/data
mr6f,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mr6f/data
n37j,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n37j/data
mos7,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mos7/data
cgmp,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/cgmp/data
mix6,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mix6/data
mju6,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mju6/data
mp2x,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp2x/data
mo8l,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo8l/data
n34s,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n34s/data
ng2i,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ng2i/data
mi8p,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi8p/data
mi5t,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi5t/data
mpl8,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mpl8/data
miw3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/miw3/data
n355,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n355/data
ml5u,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ml5u/data
mp9r,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp9r/data
mp5j,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp5j/data
mk9b,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk9b/data
mr3l,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mr3l/data
mi6a,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi6a/data
n36f,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n36f/data
mr2r,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mr2r/data
n392,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n392/data
njgo,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/njgo/data
mk95,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk95/data
n34n,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n34n/data
mjq7,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mjq7/data
mo8d,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo8d/data
mm5w,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mm5w/data
mk2s,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk2s/data
mpx7,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mpx7/data
n32i,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n32i/data
n2yt,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n2yt/data
mj9h,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj9h/data
mq3p,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mq3p/data
mj7h,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj7h/data
mo2t,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo2t/data
l689,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/l689/data
n378,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n378/data
mpu2,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mpu2/data
mo7b,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo7b/data
mkf5,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mkf5/data
dzjg,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/dzjg/data
mk5r,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk5r/data
mj8m,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj8m/data
mq2p,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mq2p/data
mpz3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mpz3/data
mkk4,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mkk4/data
mo6q,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo6q/data
mko7,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mko7/data
nigp,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/nigp/data
mom2,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mom2/data
mpt4,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mpt4/data
mi8d,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi8d/data
mj6u,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj6u/data
mo7j,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo7j/data
mkn6,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mkn6/data
mo3r,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo3r/data
ml9j,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ml9j/data
mmw2,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mmw2/data
mis7,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mis7/data
mi5m,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi5m/data
ml4j,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ml4j/data
mpn8,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mpn8/data
mm3e,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mm3e/data
mii4,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mii4/data
mny9,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mny9/data
mj34,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj34/data
mp7m,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp7m/data
mpkp,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mpkp/data
ml58,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ml58/data
cguu,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/cguu/data
n396,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n396/data
mpa5,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mpa5/data
mk5c,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk5c/data
mpj5,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mpj5/data
mkd3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mkd3/data
mon6,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mon6/data
ng4m,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ng4m/data
cgvv,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/cgvv/data
mla7,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mla7/data
mi86,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi86/data
mj5d,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj5d/data
mi5e,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi5e/data
mk2m,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk2m/data
mky8,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mky8/data
mp2w,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp2w/data
mp4l,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp4l/data
mje6,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mje6/data
n2zj,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n2zj/data
mk3f,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk3f/data
mo8m,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo8m/data
mj2g,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj2g/data
n2xn,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n2xn/data
mj79,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj79/data
mm4n,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mm4n/data
miw9,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/miw9/data
mj3f,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj3f/data
mof7,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mof7/data
ml8y,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ml8y/data
n38m,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n38m/data
n2ve,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n2ve/data
mii3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mii3/data
mo8z,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo8z/data
mk6p,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk6p/data
moy2,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/moy2/data
n2zv,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n2zv/data
ml9n,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ml9n/data
mkk9,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mkk9/data
mi7j,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi7j/data
mj7f,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj7f/data
mmw5,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mmw5/data
nifc,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/nifc/data
mib3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mib3/data
mol4,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mol4/data
mo39,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo39/data
mj9u,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj9u/data
mp9f,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp9f/data
mk92,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk92/data
mk68,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk68/data
mjy9,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mjy9/data
mm5p,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mm5p/data
mio9,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mio9/data
j5lq,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/j5lq/data
ml4f,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ml4f/data
mp7l,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp7l/data
miz3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/miz3/data
nzea,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/nzea/data
n427,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n427/data
mja5,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mja5/data
mka4,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mka4/data
mk82,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk82/data
n35t,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n35t/data
ml8h,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ml8h/data
mm3i,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mm3i/data
mp6l,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp6l/data
n32z,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n32z/data
mk2f,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk2f/data
ng3i,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ng3i/data
mof3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mof3/data
mk5y,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk5y/data
mp4v,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp4v/data
mnz6,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mnz6/data
mp9h,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp9h/data
mj3b,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj3b/data
mi3a,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi3a/data
n2vv,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n2vv/data
mih3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mih3/data
mp43,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp43/data
mk7f,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk7f/data
mi4c,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi4c/data
mi76,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi76/data
mkj6,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mkj6/data
mlj7,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mlj7/data
mpe4,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mpe4/data
mjv7,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mjv7/data
ml3m,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ml3m/data
mp5f,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp5f/data
mj5a,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj5a/data
mid3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mid3/data
mp3a,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp3a/data
mj9i,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj9i/data
n32l,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n32l/data
mo3i,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo3i/data
mu7x,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mu7x/data
mnz3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mnz3/data
mlh9,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mlh9/data
ml5r,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ml5r/data
mrp7,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mrp7/data
mo9e,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo9e/data
mu82,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mu82/data
moy8,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/moy8/data
mol6,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mol6/data
mpx8,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mpx8/data
mi38,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi38/data
mkx9,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mkx9/data
mhw5,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mhw5/data
mo8f,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo8f/data
mi6q,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi6q/data
mk2k,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk2k/data
mp9q,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp9q/data
mjx4,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mjx4/data
mlj5,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mlj5/data
mo3h,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo3h/data
mj6x,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj6x/data
mr4r,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mr4r/data
mqx9,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mqx9/data
mi9i,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi9i/data
n2vg,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n2vg/data
n38k,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n38k/data
ml78,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ml78/data
mk4u,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk4u/data
mkq6,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mkq6/data
mke4,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mke4/data
n2xc,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n2xc/data
mpy8,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mpy8/data
n37u,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n37u/data
mj9b,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj9b/data
n33t,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n33t/data
mi3c,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi3c/data
mp2l,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp2l/data
mp2b,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp2b/data
mi9k,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mi9k/data
mjv4,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mjv4/data
mk4i,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk4i/data
n38e,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n38e/data
mo9x,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo9x/data
mo2r,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mo2r/data
mj5e,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj5e/data
mj7t,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj7t/data
mj4q,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj4q/data
mks9,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mks9/data
cgrn,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/cgrn/data
n34i,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n34i/data
miv5,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/miv5/data
ml7z,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ml7z/data
ng47,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/ng47/data
mj2u,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj2u/data
mk5q,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk5q/data
miw6,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/miw6/data
mp5n,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp5n/data
mie9,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mie9/data
cgwr,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/cgwr/data
mj8r,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mj8r/data
mr25,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mr25/data
mpu9,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mpu9/data
mor6,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mor6/data
mp2u,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mp2u/data
mou8,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mou8/data
mk9k,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mk9k/data
mla3,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mla3/data
mlf9,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/mlf9/data
n424,https://www.ons.gov.uk/economy/nationalaccounts/uksectoraccounts/timeseries/n424/data
